,lat,long,date,fire_bool
84,26.203,-81.049,2014-04-27,t
85,26.203,-81.049,2014-04-27,t
86,26.205,-81.056,2014-04-27,t
87,26.205,-81.056,2014-04-27,t
88,26.205,-81.056,2014-04-27,t
8234,32.631,-110.32,2014-07-02,t
8238,32.632,-110.315,2014-06-30,t
8239,32.632,-110.315,2014-06-30,t
8240,32.632,-110.315,2014-06-30,t
8246,32.635,-110.306,2014-06-30,t
8247,32.635,-110.306,2014-06-30,t
8248,32.635,-110.306,2014-06-30,t
8259,32.638,-110.314,2014-07-01,t
8260,32.638,-110.314,2014-07-01,t
8261,32.639,-110.328,2014-06-30,t
8262,32.639,-110.328,2014-06-30,t
8264,32.639,-110.328,2014-06-30,t
8265,32.639,-110.292,2014-06-25,t
8266,32.639,-110.292,2014-06-25,t
8267,32.639,-110.292,2014-06-25,t
8280,32.644,-110.329,2014-06-27,t
8281,32.644,-110.306,2014-06-26,t
8300,32.648,-110.332,2014-06-27,t
8322,32.652,-110.323,2014-06-25,t
8337,32.656,-110.295,2014-06-25,t
8338,32.656,-110.295,2014-06-25,t
8402,32.682,-110.327,2014-06-21,t
8403,32.682,-110.327,2014-06-21,t
8412,32.685,-110.337,2014-06-25,t
8417,32.689,-110.324,2014-06-21,t
8418,32.689,-110.324,2014-06-21,t
8419,32.689,-110.324,2014-06-21,t
8446,32.697,-110.316,2014-06-24,t
9558,33.099,-117.152,2014-05-15,t
9566,33.103,-117.15,2014-05-15,t
9567,33.103,-117.15,2014-05-15,t
9568,33.103,-117.15,2014-05-15,t
9595,33.115,-117.144,2014-05-15,t
9596,33.115,-117.144,2014-05-15,t
9597,33.115,-117.144,2014-05-15,t
9981,33.303,-109.728,2014-05-19,t
10043,33.345,-117.267,2014-05-14,t
10044,33.345,-117.267,2014-05-14,t
10045,33.345,-117.267,2014-05-14,t
10049,33.349,-117.295,2014-05-14,t
10050,33.349,-117.295,2014-05-14,t
10051,33.349,-117.295,2014-05-14,t
10053,33.354,-117.285,2014-05-14,t
10054,33.354,-117.285,2014-05-14,t
10055,33.354,-117.285,2014-05-14,t
10064,33.357,-117.261,2014-05-14,t
10065,33.357,-117.261,2014-05-14,t
10070,33.36,-117.268,2014-05-14,t
10071,33.36,-117.268,2014-05-14,t
10088,33.365,-109.957,2014-05-13,t
10089,33.365,-109.957,2014-05-13,t
10090,33.365,-109.957,2014-05-13,t
10108,33.374,-109.966,2014-05-13,t
10109,33.374,-109.966,2014-05-13,t
10110,33.374,-109.966,2014-05-13,t
10111,33.374,-109.89,2014-05-18,t
10112,33.374,-109.89,2014-05-18,t
10113,33.374,-109.89,2014-05-18,t
10154,33.4,-109.905,2014-05-16,t
10155,33.4,-109.905,2014-05-16,t
10156,33.403,-109.931,2014-05-17,t
10157,33.403,-109.931,2014-05-17,t
10158,33.403,-109.931,2014-05-17,t
10199,33.414,-109.926,2014-05-16,t
10200,33.414,-109.926,2014-05-16,t
10201,33.414,-109.926,2014-05-16,t
10275,33.421,-109.923,2014-05-17,t
10283,33.422,-109.995,2014-05-14,t
10284,33.422,-109.995,2014-05-14,t
10285,33.422,-109.995,2014-05-14,t
10296,33.424,-110.004,2014-05-15,t
10300,33.425,-109.916,2014-05-16,t
10305,33.432,-109.958,2014-05-15,t
10319,33.437,-109.97,2014-05-14,t
10320,33.437,-109.97,2014-05-14,t
10321,33.437,-109.97,2014-05-14,t
10351,33.442,-109.937,2014-05-16,t
10352,33.442,-109.937,2014-05-16,t
10371,33.447,-110.047,2014-05-19,t
10372,33.447,-110.047,2014-05-19,t
10373,33.447,-110.047,2014-05-19,t
10378,33.451,-110.01,2014-05-16,t
10379,33.451,-110.01,2014-05-16,t
10380,33.451,-110.01,2014-05-16,t
10381,33.451,-109.989,2014-05-16,t
10386,33.452,-110.024,2014-05-19,t
10387,33.452,-110.024,2014-05-19,t
10388,33.452,-110.023,2014-05-19,t
10403,33.462,-110.019,2014-05-19,t
10404,33.463,-110.005,2014-05-17,t
10405,33.463,-110.005,2014-05-17,t
10406,33.463,-110.005,2014-05-17,t
10407,33.464,-110.073,2014-05-31,t
10408,33.464,-110.073,2014-05-31,t
10409,33.466,-109.99,2014-05-17,t
10410,33.466,-109.99,2014-05-17,t
10411,33.466,-109.99,2014-05-17,t
10412,33.466,-109.984,2014-05-18,t
10413,33.466,-109.98,2014-05-17,t
10414,33.466,-109.98,2014-05-17,t
10415,33.466,-109.98,2014-05-17,t
10416,33.466,-109.974,2014-05-17,t
10417,33.466,-109.974,2014-05-17,t
10418,33.466,-109.974,2014-05-17,t
10424,33.472,-110.016,2014-05-19,t
10432,33.475,-109.998,2014-05-18,t
10470,33.484,-110.144,2014-06-03,t
10471,33.484,-110.144,2014-06-03,t
10472,33.484,-110.144,2014-06-03,t
10473,33.484,-110.025,2014-05-21,t
10474,33.484,-110.003,2014-05-20,t
10475,33.484,-110.003,2014-05-20,t
10476,33.484,-110.003,2014-05-20,t
10506,33.488,-110.021,2014-05-20,t
10527,33.493,-109.774,2014-06-02,t
10528,33.493,-109.774,2014-06-02,t
10529,33.493,-109.774,2014-06-02,t
10536,33.497,-110.147,2014-06-02,t
10537,33.497,-110.147,2014-06-02,t
10538,33.497,-110.147,2014-06-02,t
10540,33.498,-110.15,2014-06-02,t
10541,33.498,-110.15,2014-06-02,t
10542,33.498,-110.15,2014-06-02,t
10543,33.498,-110.081,2014-05-27,t
10544,33.498,-110.081,2014-05-27,t
10545,33.498,-110.081,2014-05-27,t
10548,33.499,-110.095,2014-05-31,t
10558,33.504,-110.026,2014-05-22,t
10569,33.507,-110.179,2014-06-03,t
10570,33.507,-110.179,2014-06-03,t
10574,33.508,-109.977,2014-05-04,t
10575,33.508,-109.977,2014-05-04,t
10614,33.524,-109.146,2014-07-25,t
10615,33.524,-109.146,2014-07-25,t
10616,33.524,-109.146,2014-07-25,t
10638,33.538,-110.124,2014-06-01,t
10639,33.538,-110.124,2014-06-01,t
10640,33.538,-110.124,2014-06-01,t
10994,33.755,-117.599,2014-09-13,t
10995,33.755,-117.599,2014-09-13,t
10996,33.755,-117.599,2014-09-13,t
11016,33.765,-117.582,2014-09-13,t
11017,33.765,-117.582,2014-09-13,t
11018,33.765,-117.582,2014-09-13,t
11618,34.148,-117.554,2014-04-30,t
11619,34.148,-117.554,2014-04-30,t
11620,34.148,-117.554,2014-04-30,t
11624,34.15,-109.639,2014-06-28,t
11626,34.151,-117.885,2014-01-16,t
11627,34.151,-117.885,2014-01-16,t
11628,34.151,-117.885,2014-01-16,t
11660,34.164,-109.678,2014-06-28,t
11661,34.164,-109.678,2014-06-28,t
11662,34.164,-109.678,2014-06-28,t
11672,34.166,-109.662,2014-06-27,t
11673,34.166,-109.662,2014-06-27,t
11674,34.166,-109.662,2014-06-27,t
11676,34.168,-109.631,2014-06-27,t
11680,34.17,-109.695,2014-06-30,t
11681,34.17,-109.695,2014-06-30,t
11682,34.17,-109.695,2014-06-30,t
11703,34.179,-109.677,2014-06-30,t
11704,34.179,-109.677,2014-06-30,t
11705,34.179,-109.677,2014-06-30,t
11708,34.181,-109.653,2014-06-27,t
11709,34.181,-109.653,2014-06-27,t
11710,34.181,-109.653,2014-06-27,t
12998,34.961,-111.762,2014-05-21,t
12999,34.961,-111.762,2014-05-21,t
13000,34.961,-111.762,2014-05-21,t
13036,34.977,-111.777,2014-05-21,t
13037,34.977,-111.769,2014-05-21,t
13038,34.977,-111.769,2014-05-21,t
13064,34.991,-111.83,2014-05-27,t
13065,34.991,-111.83,2014-05-27,t
13066,34.991,-111.83,2014-05-27,t
13076,34.994,-111.745,2014-05-21,t
13077,34.994,-111.745,2014-05-21,t
13078,34.994,-111.745,2014-05-21,t
13102,35.001,-111.788,2014-05-24,t
13103,35.001,-111.788,2014-05-24,t
13104,35.001,-111.788,2014-05-24,t
13106,35.002,-111.787,2014-05-24,t
13107,35.002,-111.787,2014-05-24,t
13108,35.002,-111.787,2014-05-24,t
13124,35.012,-111.812,2014-05-27,t
13125,35.012,-111.812,2014-05-27,t
13126,35.012,-111.812,2014-05-27,t
13127,35.012,-111.752,2014-05-21,t
13128,35.012,-111.752,2014-05-21,t
13129,35.012,-111.752,2014-05-21,t
13130,35.012,-111.752,2014-05-21,t
13140,35.018,-111.863,2014-05-26,t
13141,35.018,-111.863,2014-05-26,t
13142,35.018,-111.863,2014-05-26,t
13146,35.021,-111.801,2014-05-27,t
13147,35.021,-111.801,2014-05-27,t
13156,35.032,-111.763,2014-05-22,t
13157,35.032,-111.763,2014-05-22,t
13182,35.043,-111.745,2014-05-22,t
13183,35.043,-111.745,2014-05-22,t
13184,35.043,-111.745,2014-05-22,t
13195,35.047,-111.745,2014-05-22,t
13196,35.047,-111.745,2014-05-22,t
13197,35.047,-111.745,2014-05-22,t
13201,35.049,-111.783,2014-05-23,t
13202,35.049,-111.783,2014-05-23,t
13203,35.049,-111.783,2014-05-23,t
13206,35.051,-111.798,2014-05-23,t
13207,35.051,-111.798,2014-05-23,t
13208,35.051,-111.798,2014-05-23,t
13218,35.059,-111.816,2014-05-24,t
13714,35.435,-111.78,2014-11-25,t
13715,35.435,-111.78,2014-11-25,t
13952,35.638,-118.149,2014-07-12,t
14022,35.699,-118.528,2014-06-15,t
14023,35.699,-118.528,2014-06-15,t
14024,35.699,-118.528,2014-06-15,t
14025,35.699,-118.527,2014-06-14,t
14026,35.699,-118.527,2014-06-14,t
14027,35.699,-118.527,2014-06-14,t
14030,35.703,-118.536,2014-06-16,t
14034,35.707,-118.542,2014-06-15,t
14035,35.707,-118.542,2014-06-15,t
14036,35.707,-118.542,2014-06-15,t
14072,35.736,-118.437,2014-08-19,t
14073,35.736,-118.437,2014-08-19,t
14074,35.736,-118.437,2014-08-19,t
14080,35.739,-118.452,2014-08-19,t
14081,35.739,-118.452,2014-08-19,t
14082,35.739,-118.452,2014-08-19,t
14269,35.901,-112.093,2014-07-26,t
14270,35.901,-112.093,2014-07-26,t
14271,35.901,-112.093,2014-07-26,t
14284,35.921,-111.931,2014-08-08,t
14285,35.921,-111.931,2014-08-08,t
14286,35.921,-111.931,2014-08-08,t
14345,35.949,-111.935,2014-09-04,t
14346,35.949,-111.935,2014-09-04,t
14347,35.949,-111.935,2014-09-04,t
14467,36.004,-108.886,2014-06-16,t
14468,36.004,-108.886,2014-06-16,t
14469,36.004,-108.886,2014-06-16,t
14470,36.005,-108.851,2014-06-16,t
14471,36.005,-108.851,2014-06-16,t
14472,36.005,-108.851,2014-06-16,t
14477,36.007,-108.846,2014-06-16,t
14478,36.007,-108.846,2014-06-16,t
14479,36.007,-108.846,2014-06-16,t
14480,36.009,-108.853,2014-06-16,t
14499,36.015,-108.877,2014-06-16,t
14500,36.015,-108.877,2014-06-16,t
14501,36.015,-108.877,2014-06-16,t
14504,36.019,-108.837,2014-06-16,t
14505,36.019,-108.837,2014-06-16,t
14506,36.019,-108.837,2014-06-16,t
14522,36.034,-108.897,2014-06-16,t
14527,36.037,-108.809,2014-06-16,t
14528,36.037,-108.809,2014-06-16,t
14529,36.037,-108.809,2014-06-16,t
14533,36.04,-108.894,2014-06-16,t
14534,36.04,-108.894,2014-06-16,t
14535,36.04,-108.894,2014-06-16,t
14536,36.041,-108.883,2014-06-16,t
14537,36.043,-108.804,2014-06-16,t
14538,36.043,-108.804,2014-06-16,t
14539,36.043,-108.804,2014-06-16,t
14557,36.066,-108.809,2014-06-17,t
14558,36.066,-108.809,2014-06-17,t
14559,36.066,-108.809,2014-06-17,t
14593,36.09,-106.71,2014-07-02,t
14594,36.09,-106.71,2014-07-02,t
14712,36.215,-118.535,2014-01-20,t
14770,36.246,-112.218,2014-06-09,t
14808,36.284,-112.237,2014-05-28,t
14809,36.284,-112.237,2014-05-28,t
14810,36.284,-112.237,2014-05-28,t
16121,37.245,-119.328,2014-08-02,t
16122,37.245,-119.328,2014-08-02,t
16123,37.245,-119.328,2014-08-02,t
16161,37.292,-119.366,2014-08-02,t
16162,37.292,-119.366,2014-08-02,t
16169,37.297,-119.365,2014-07-29,t
16182,37.305,-119.372,2014-08-01,t
16183,37.305,-119.372,2014-08-01,t
16209,37.315,-119.367,2014-07-31,t
16210,37.315,-119.367,2014-07-31,t
16222,37.32,-119.356,2014-08-01,t
16223,37.32,-119.356,2014-08-01,t
16224,37.32,-119.356,2014-08-01,t
16229,37.322,-119.367,2014-08-02,t
16230,37.322,-119.367,2014-08-02,t
16236,37.324,-119.38,2014-08-01,t
16237,37.324,-119.38,2014-08-01,t
16238,37.324,-119.38,2014-08-01,t
16239,37.324,-119.366,2014-08-01,t
16244,37.327,-119.348,2014-07-31,t
16245,37.33,-119.37,2014-08-01,t
16246,37.33,-119.37,2014-08-01,t
16247,37.33,-119.37,2014-08-01,t
16277,37.343,-119.352,2014-08-02,t
16291,37.353,-119.346,2014-08-02,t
16292,37.353,-119.346,2014-08-02,t
16293,37.353,-119.346,2014-08-02,t
16392,37.443,-114.067,2014-07-03,t
16435,37.468,-114.08,2014-07-03,t
16436,37.468,-114.08,2014-07-03,t
16437,37.468,-114.08,2014-07-03,t
16442,37.472,-114.084,2014-07-03,t
16443,37.472,-114.084,2014-07-03,t
16444,37.472,-114.084,2014-07-03,t
16459,37.48,-114.124,2014-07-03,t
16643,37.643,-120.222,2014-05-27,t
16644,37.643,-120.222,2014-05-27,t
16645,37.643,-120.222,2014-05-27,t
16646,37.644,-120.235,2014-05-27,t
16647,37.644,-120.235,2014-05-27,t
16648,37.644,-120.235,2014-05-27,t
16762,37.718,-119.507,2014-09-09,t
16766,37.72,-119.506,2014-09-11,t
16767,37.72,-119.506,2014-09-11,t
16768,37.72,-119.506,2014-09-11,t
16784,37.726,-119.51,2014-09-09,t
16785,37.726,-119.51,2014-09-09,t
16786,37.726,-119.51,2014-09-09,t
16800,37.733,-119.506,2014-09-07,t
16801,37.733,-119.505,2014-09-07,t
16802,37.733,-119.502,2014-09-07,t
16806,37.738,-119.794,2014-08-01,t
16807,37.738,-119.794,2014-08-01,t
16808,37.738,-119.794,2014-08-01,t
16846,37.771,-119.462,2014-09-10,t
16847,37.771,-119.462,2014-09-10,t
16848,37.773,-119.47,2014-09-10,t
16895,37.806,-119.612,2014-07-26,t
16896,37.806,-119.612,2014-07-26,t
17614,38.26,-115.477,2014-07-25,t
17615,38.26,-115.477,2014-07-25,t
17616,38.26,-115.477,2014-07-25,t
17622,38.266,-115.511,2014-07-25,t
17623,38.266,-115.511,2014-07-25,t
17624,38.266,-115.511,2014-07-25,t
17625,38.266,-115.482,2014-07-25,t
17626,38.266,-115.482,2014-07-25,t
17627,38.266,-115.482,2014-07-25,t
17632,38.274,-115.487,2014-07-24,t
17633,38.274,-115.487,2014-07-24,t
17634,38.274,-115.487,2014-07-24,t
17641,38.278,-115.474,2014-07-25,t
17642,38.278,-115.474,2014-07-25,t
17652,38.283,-115.514,2014-07-24,t
17653,38.283,-115.514,2014-07-24,t
17688,38.293,-115.499,2014-07-24,t
17689,38.293,-115.499,2014-07-24,t
17690,38.293,-115.499,2014-07-24,t
17701,38.303,-115.501,2014-07-24,t
17702,38.303,-115.501,2014-07-24,t
17703,38.303,-115.501,2014-07-24,t
17707,38.314,-115.486,2014-07-25,t
17708,38.314,-115.486,2014-07-25,t
17709,38.314,-115.486,2014-07-25,t
17715,38.319,-115.476,2014-07-25,t
17716,38.319,-115.476,2014-07-25,t
17717,38.319,-115.476,2014-07-25,t
17753,38.337,-115.474,2014-07-25,t
17754,38.337,-115.474,2014-07-25,t
17755,38.337,-115.474,2014-07-25,t
17764,38.347,-115.452,2014-07-26,t
17765,38.347,-115.452,2014-07-26,t
17766,38.347,-115.452,2014-07-26,t
17975,38.526,-122.095,2014-07-05,t
17976,38.526,-122.095,2014-07-05,t
17977,38.526,-122.095,2014-07-05,t
17984,38.528,-122.083,2014-07-05,t
17985,38.528,-122.083,2014-07-05,t
17986,38.528,-122.083,2014-07-05,t
18009,38.548,-122.093,2014-07-06,t
18010,38.548,-122.093,2014-07-06,t
18011,38.548,-122.093,2014-07-06,t
18025,38.568,-120.807,2014-07-26,t
18026,38.568,-120.807,2014-07-26,t
18027,38.568,-120.807,2014-07-26,t
18028,38.568,-120.786,2014-07-26,t
18029,38.568,-120.786,2014-07-26,t
18030,38.568,-120.786,2014-07-26,t
18031,38.57,-120.796,2014-07-26,t
18221,38.715,-122.446,2014-07-02,t
18224,38.72,-122.446,2014-07-02,t
18225,38.72,-122.446,2014-07-02,t
18268,38.762,-120.524,2014-09-18,t
18269,38.762,-120.524,2014-09-18,t
18281,38.772,-120.541,2014-09-16,t
18282,38.772,-120.541,2014-09-16,t
18283,38.772,-120.541,2014-09-16,t
18284,38.772,-120.514,2014-09-18,t
18285,38.772,-120.514,2014-09-18,t
18286,38.772,-120.514,2014-09-18,t
18291,38.775,-120.509,2014-09-18,t
18302,38.778,-120.694,2014-09-23,t
18303,38.778,-120.694,2014-09-23,t
18304,38.778,-120.694,2014-09-23,t
18310,38.782,-120.518,2014-09-17,t
18311,38.782,-120.518,2014-09-17,t
18312,38.782,-120.518,2014-09-17,t
18313,38.783,-120.592,2014-09-14,t
18314,38.783,-120.592,2014-09-14,t
18315,38.783,-120.592,2014-09-14,t
18344,38.788,-120.532,2014-09-16,t
18345,38.788,-120.532,2014-09-16,t
18346,38.788,-120.532,2014-09-16,t
18347,38.788,-120.532,2014-09-16,t
18358,38.797,-120.501,2014-09-16,t
18359,38.797,-120.501,2014-09-16,t
18360,38.797,-120.501,2014-09-16,t
18362,38.798,-120.507,2014-09-16,t
18363,38.798,-120.507,2014-09-16,t
18364,38.798,-120.507,2014-09-16,t
18372,38.799,-120.632,2014-09-17,t
18373,38.799,-120.632,2014-09-17,t
18374,38.799,-120.632,2014-09-17,t
18375,38.801,-120.621,2014-09-16,t
18376,38.801,-120.621,2014-09-16,t
18377,38.801,-120.621,2014-09-16,t
18378,38.801,-120.522,2014-09-17,t
18379,38.801,-120.522,2014-09-17,t
18392,38.805,-120.495,2014-09-17,t
18393,38.805,-120.495,2014-09-17,t
18394,38.805,-120.495,2014-09-17,t
18413,38.81,-120.504,2014-09-17,t
18414,38.81,-120.504,2014-09-17,t
18415,38.811,-120.539,2014-09-16,t
18416,38.811,-120.539,2014-09-16,t
18417,38.811,-120.539,2014-09-16,t
18421,38.811,-120.524,2014-09-17,t
18422,38.811,-120.524,2014-09-17,t
18423,38.811,-120.524,2014-09-17,t
18428,38.812,-120.605,2014-09-16,t
18429,38.812,-120.605,2014-09-16,t
18430,38.812,-120.605,2014-09-16,t
18431,38.812,-120.53,2014-09-17,t
18432,38.812,-120.53,2014-09-17,t
18433,38.812,-120.53,2014-09-17,t
18434,38.813,-120.473,2014-09-19,t
18435,38.813,-120.473,2014-09-19,t
18436,38.814,-120.516,2014-09-17,t
18437,38.814,-120.516,2014-09-17,t
18438,38.814,-120.516,2014-09-17,t
18439,38.815,-120.502,2014-09-17,t
18440,38.815,-120.502,2014-09-17,t
18441,38.815,-120.502,2014-09-17,t
18446,38.816,-120.518,2014-09-16,t
18447,38.816,-120.518,2014-09-16,t
18448,38.816,-120.518,2014-09-16,t
18449,38.816,-120.518,2014-09-16,t
18451,38.818,-120.616,2014-09-16,t
18455,38.818,-120.513,2014-09-16,t
18456,38.818,-120.513,2014-09-16,t
18457,38.818,-120.513,2014-09-16,t
18466,38.823,-120.546,2014-09-16,t
18467,38.823,-120.546,2014-09-16,t
18468,38.823,-120.546,2014-09-16,t
18469,38.823,-120.546,2014-09-16,t
18470,38.823,-120.525,2014-09-16,t
18476,38.826,-120.634,2014-09-17,t
18477,38.826,-120.634,2014-09-17,t
18478,38.826,-120.634,2014-09-17,t
18484,38.829,-120.645,2014-09-24,t
18485,38.829,-120.645,2014-09-24,t
18486,38.829,-120.645,2014-09-24,t
18487,38.829,-120.58,2014-09-16,t
18488,38.829,-120.53,2014-09-17,t
18489,38.829,-120.53,2014-09-17,t
18490,38.829,-120.53,2014-09-17,t
18497,38.834,-120.604,2014-09-17,t
18498,38.834,-120.604,2014-09-17,t
18499,38.834,-120.604,2014-09-17,t
18500,38.835,-120.548,2014-09-16,t
18501,38.835,-120.548,2014-09-16,t
18502,38.835,-120.548,2014-09-16,t
18503,38.835,-120.548,2014-09-16,t
18508,38.839,-120.555,2014-09-16,t
18509,38.841,-120.619,2014-09-17,t
18510,38.841,-120.619,2014-09-17,t
18511,38.841,-120.619,2014-09-17,t
18516,38.844,-120.606,2014-09-17,t
18517,38.847,-120.498,2014-09-19,t
18518,38.847,-120.498,2014-09-19,t
18519,38.847,-120.498,2014-09-19,t
18530,38.854,-120.584,2014-09-17,t
18535,38.855,-120.54,2014-09-16,t
18536,38.855,-120.54,2014-09-16,t
18537,38.855,-120.54,2014-09-16,t
18538,38.855,-120.54,2014-09-16,t
18539,38.856,-120.564,2014-09-17,t
18540,38.856,-120.564,2014-09-17,t
18541,38.856,-120.564,2014-09-17,t
18542,38.857,-120.507,2014-09-23,t
18543,38.857,-120.507,2014-09-23,t
18544,38.858,-120.599,2014-09-17,t
18545,38.858,-120.599,2014-09-17,t
18546,38.858,-120.599,2014-09-17,t
18551,38.858,-120.507,2014-09-23,t
18556,38.859,-120.609,2014-09-17,t
18557,38.859,-120.609,2014-09-17,t
18558,38.859,-120.476,2014-09-25,t
18571,38.863,-120.61,2014-09-17,t
18572,38.863,-120.61,2014-09-17,t
18573,38.863,-120.61,2014-09-17,t
18574,38.863,-120.562,2014-09-16,t
18575,38.863,-120.562,2014-09-16,t
18576,38.863,-120.562,2014-09-16,t
18577,38.863,-120.562,2014-09-16,t
18581,38.863,-120.47,2014-09-25,t
18582,38.864,-120.537,2014-09-17,t
18583,38.864,-120.537,2014-09-17,t
18584,38.864,-120.537,2014-09-17,t
18588,38.868,-120.569,2014-09-17,t
18595,38.873,-120.549,2014-09-16,t
18596,38.873,-120.549,2014-09-16,t
18597,38.873,-120.549,2014-09-16,t
18599,38.878,-120.587,2014-09-17,t
18602,38.879,-120.557,2014-09-17,t
18603,38.879,-120.557,2014-09-17,t
18604,38.879,-120.557,2014-09-17,t
18605,38.881,-120.546,2014-09-17,t
18657,38.93,-120.598,2014-09-23,t
18658,38.93,-120.598,2014-09-23,t
18659,38.93,-120.598,2014-09-23,t
18660,38.931,-120.586,2014-09-23,t
18663,38.932,-120.574,2014-09-20,t
18669,38.94,-120.547,2014-09-18,t
18670,38.94,-120.547,2014-09-18,t
18671,38.94,-120.547,2014-09-18,t
18683,38.953,-120.544,2014-09-18,t
18684,38.953,-120.544,2014-09-18,t
18696,38.964,-120.455,2014-09-19,t
18697,38.964,-120.455,2014-09-19,t
18698,38.964,-120.455,2014-09-18,t
18699,38.964,-120.455,2014-09-19,t
18718,38.984,-120.491,2014-09-18,t
18719,38.984,-120.491,2014-09-18,t
18720,38.984,-120.491,2014-09-18,t
18729,38.988,-120.506,2014-09-18,t
18730,38.988,-120.506,2014-09-18,t
18731,38.988,-120.506,2014-09-18,t
18732,38.988,-120.439,2014-09-19,t
18733,38.988,-120.439,2014-09-19,t
18737,38.989,-120.458,2014-09-18,t
18738,38.989,-120.458,2014-09-18,t
18739,38.989,-120.458,2014-09-18,t
18748,38.994,-120.446,2014-09-18,t
18749,38.994,-120.446,2014-09-18,t
18750,38.994,-120.446,2014-09-18,t
18754,38.997,-120.483,2014-09-18,t
18755,38.997,-120.483,2014-09-18,t
18825,39.026,-120.435,2014-09-18,t
18826,39.026,-120.435,2014-09-18,t
18839,39.033,-120.477,2014-09-18,t
18840,39.033,-120.477,2014-09-18,t
18841,39.033,-120.477,2014-09-18,t
18852,39.044,-120.403,2014-09-19,t
18853,39.044,-120.403,2014-09-19,t
18854,39.044,-120.403,2014-09-19,t
18859,39.045,-120.398,2014-09-19,t
18860,39.045,-120.398,2014-09-19,t
18861,39.045,-120.398,2014-09-19,t
18868,39.05,-120.392,2014-09-20,t
18869,39.05,-120.392,2014-09-20,t
18870,39.05,-120.392,2014-09-20,t
18877,39.054,-120.404,2014-09-24,t
18885,39.064,-120.424,2014-09-18,t
18886,39.064,-120.424,2014-09-18,t
18891,39.068,-120.44,2014-09-19,t
18892,39.068,-120.44,2014-09-19,t
18893,39.07,-120.443,2014-09-20,t
18894,39.07,-120.443,2014-09-20,t
18895,39.07,-120.443,2014-09-20,t
18902,39.072,-120.455,2014-09-20,t
18903,39.072,-120.455,2014-09-20,t
18904,39.072,-120.455,2014-09-20,t
18905,39.073,-120.435,2014-09-19,t
18906,39.073,-120.435,2014-09-19,t
18907,39.073,-120.435,2014-09-19,t
18911,39.08,-120.442,2014-09-24,t
18918,39.082,-120.447,2014-09-19,t
18922,39.083,-120.414,2014-09-20,t
18923,39.083,-120.414,2014-09-20,t
18924,39.083,-120.414,2014-09-20,t
18925,39.084,-120.423,2014-09-18,t
18926,39.084,-120.423,2014-09-18,t
18927,39.084,-120.423,2014-09-18,t
18936,39.091,-120.444,2014-09-24,t
18937,39.091,-120.444,2014-09-24,t
18938,39.091,-120.444,2014-09-24,t
19172,39.269,-114.116,2014-07-22,t
19173,39.269,-114.116,2014-07-22,t
19175,39.27,-114.15,2014-07-24,t
19176,39.27,-114.15,2014-07-24,t
19197,39.276,-114.096,2014-07-22,t
19198,39.276,-114.096,2014-07-22,t
19199,39.276,-114.096,2014-07-22,t
19209,39.284,-114.12,2014-07-22,t
19210,39.284,-114.12,2014-07-22,t
19211,39.284,-114.12,2014-07-22,t
19222,39.29,-114.113,2014-07-22,t
19223,39.29,-114.113,2014-07-22,t
19224,39.29,-114.113,2014-07-22,t
19225,39.29,-114.113,2014-07-22,t
19253,39.303,-114.144,2014-07-24,t
19254,39.306,-114.154,2014-07-24,t
19255,39.306,-114.154,2014-07-24,t
19256,39.306,-114.154,2014-07-24,t
19264,39.311,-114.144,2014-07-24,t
19265,39.311,-114.144,2014-07-24,t
19266,39.311,-114.144,2014-07-24,t
19420,39.457,-119.908,2014-05-18,t
19421,39.457,-119.908,2014-05-18,t
19492,39.529,-111.832,2014-07-26,t
19493,39.529,-111.832,2014-07-26,t
19494,39.529,-111.832,2014-07-26,t
19599,39.685,-120.085,2014-07-16,t
19634,39.77,-123.644,2014-08-07,t
19641,39.772,-123.637,2014-08-14,t
19642,39.772,-123.637,2014-08-14,t
19650,39.789,-123.629,2014-08-09,t
19651,39.789,-123.629,2014-08-09,t
19652,39.789,-123.629,2014-08-09,t
19655,39.823,-123.676,2014-08-14,t
19757,40.013,-114.554,2014-07-24,t
19758,40.013,-114.554,2014-07-24,t
19759,40.013,-114.554,2014-07-24,t
19815,40.11,-112.627,2014-07-21,t
19816,40.11,-112.627,2014-07-21,t
19817,40.11,-112.627,2014-07-21,t
20003,40.433,-122.784,2014-07-12,t
20004,40.433,-122.784,2014-07-12,t
20005,40.433,-122.784,2014-07-12,t
20017,40.445,-122.823,2014-07-13,t
20018,40.446,-122.822,2014-07-13,t
20019,40.446,-122.81,2014-07-14,t
20020,40.446,-122.81,2014-07-14,t
20021,40.446,-122.81,2014-07-14,t
20022,40.447,-122.815,2014-07-12,t
20023,40.447,-122.815,2014-07-12,t
20040,40.454,-122.761,2014-07-15,t
20041,40.454,-122.761,2014-07-15,t
20042,40.454,-122.761,2014-07-15,t
20057,40.475,-122.756,2014-07-15,t
20058,40.475,-122.756,2014-07-15,t
20059,40.475,-122.756,2014-07-15,t
20060,40.477,-122.784,2014-07-15,t
20061,40.477,-122.76,2014-07-17,t
20066,40.484,-122.774,2014-07-18,t
20067,40.484,-122.774,2014-07-18,t
20068,40.484,-122.774,2014-07-18,t
20074,40.486,-122.785,2014-07-17,t
20075,40.486,-122.785,2014-07-17,t
20076,40.49,-122.777,2014-07-18,t
20077,40.49,-122.777,2014-07-18,t
20092,40.527,-109.573,2014-07-06,t
20093,40.527,-109.573,2014-07-06,t
